Athlete Name,Contingent,Home Town,Type Name,Sports Name
Sophie Lapointe,Quebec,Port-Cartier,Athlete,Judo
Darcie Lappan,Ontario,Hartington,Athlete,Hockey
Austin Larkin,Yukon,Whitehorse,Athlete,Hockey
Haley Larkin,Prince Edward Island,Charlottetown,Athlete,Ringette
Mitchell Larkin,Nova Scotia,"Windsor, NS",Athlete,Alpine Skiing
Ethan Larmand,Ontario,Midland Ontario,Athlete,Hockey
Isabella Larocque,Quebec,Montréal,Athlete,Ringette
Jenna Larter,Prince Edward Island,Brookfield,Athlete,Speed Skating
Carson Nicholas Latimer,British Columbia,"Surrey, BC",Athlete,Hockey
Noah Thomas John Latimer,Nova Scotia,FALL RIVER,Athlete,Judo
Amélie Latour,Yukon,,Athlete,Biathlon
Payton Laumbach,Alberta,"Wainwright, Alberta",Athlete,Hockey
Ellen Laurence,Nova Scotia,"Kentville, Nova Scotia",Athlete,Hockey
Cloé Laurier,Quebec,saint-lambert,Athlete,Alpine Skiing
Heidi Lauwerijssen,Prince Edward Island,"Irishtown, PE",Athlete,Hockey
Taryn Lavallee,Nunavut,"Iqaluit, Nunavut",Athlete,Speed Skating
Tyson Laventure,Alberta,Lloydminster,Athlete,Hockey
Émilie Lavoie,Quebec,Sept-Îles,Athlete,Hockey
Sam Lawther,Prince Edward Island,"Charlottetown, PE",Athlete,Badminton
Matthew Laxton,Ontario,"Georgetown, Ontario",Athlete,Speed Skating
Logan Leach,British Columbia,Lumby British Columbia,Athlete,Alpine Skiing
Zoë Leas,Yukon,Whitehorse,Athlete,Hockey
Emma Leathem,Northwest Territories,Yellowknife,Athlete,Gymnastics
Patrick Leaver,Ontario,"Perth, Ontario",Athlete,Hockey
Alexis LeBel,Quebec,Laval,Athlete,Curling
Camille Leblanc,Quebec,Laval,Athlete,Badminton
Cloe LeBlanc,New Brunswick,"Memramcook, NB",Athlete,Ringette
Dominic Edgar LeBlanc,New Brunswick,Shediac,Athlete,Hockey
Emma LeBlanc,New Brunswick,Moncton,Athlete,Speed Skating
Sébastien LeBlanc,New Brunswick,Dieppe,Athlete,Squash
Makenna Lebsack,Alberta,Calgary,Athlete,Alpine Skiing
François Leclair,New Brunswick,"Balmoral, NB",Athlete,Biathlon
Hannah LeClair,Prince Edward Island,Kensington,Athlete,Hockey
Laura Leclair,Quebec,Gatineau,Athlete,Cross Country Skiing
Vincent Leclair,New Brunswick,Balmoral,Athlete,Cross Country Skiing
Charles Lecours,Quebec,Montréal,Athlete,Cross Country Skiing
Anne Lee,Ontario,Mississauga,Athlete,Judo
Joanne Lee,Ontario,Newmarket,Athlete,Wheelchair Basketball
Kevin Lee,Alberta,Calgary,Athlete,Badminton
Jadon Zayith Leenders,Yukon,Whitehorse,Athlete,Judo
Alexandria LeFort,Ontario,,Athlete,Judo
Jacob Legault,Quebec,Saint-Bruno-de-Montarville,Athlete,Snowboard
Sarah Legault,Prince Edward Island,Charlottetown,Athlete,Ringette
Stephanie Leger,New Brunswick,Dieppe,Athlete,Hockey
Preet Lehal,British Columbia,Surrey,Athlete,Artistic Swimming
Anika Leigh,New Brunswick,Campbellton,Athlete,Cross Country Skiing
Jeremy Leigh,New Brunswick,Campbellton NB,Athlete,Biathlon
Jeremy Leigh,New Brunswick,Campbellton,Athlete,Cross Country Skiing
Cendrine Lemire,Quebec,Rawdon,Athlete,Artistic Swimming
Justin Lemire,Quebec,Rawdon,Athlete,Judo
Kyle Leon,Ontario,Toronto,Athlete,Boxing
Chandelle Leonard,Northwest Territories,,Athlete,Hockey
Layne Leonard,Northwest Territories,,Athlete,Hockey
Jerome Leroyer,British Columbia,Nanaimo,Athlete,Boxing
Anna Leschyshyn,Saskatchewan,Saskatoon,Athlete,Hockey
Alana Lesperance,Manitoba,Winnipeg,Athlete,Ringette
Olivier Lessard,Quebec,LA SARRE,Athlete,Freestyle Skiing
Tristan Lessard,Quebec,,Athlete,Wheelchair Basketball
Kylie Lesuk,Manitoba,"Oakbank, Manitoba",Athlete,Hockey
Jeff Leung,British Columbia,Vancouver,Athlete,Figure Skating
Katsuo Leung,Alberta,Calgary,Athlete,Judo
Olivier Léveillé,Quebec,Sherbrooke,Athlete,Cross Country Skiing
Remi Levesque,New Brunswick,Edmundston,Athlete,Alpine Skiing
James Lévesque-Morissette,Newfoundland and Labrador,Fermont,Athlete,Figure Skating
Norah Lévesque-Morissette,Newfoundland and Labrador,Fermont,Athlete,Figure Skating
Kaitlan Lewis,Newfoundland and Labrador,Paradise,Athlete,Artistic Swimming
Zachary L'Heureux,Quebec,Montréal,Athlete,Hockey
Antonio Li,British Columbia,Victoria,Athlete,Badminton
David Li,British Columbia,Richmond,Athlete,Figure Skating
James Li,Alberta,,Athlete,Table Tennis
Mike Li,Prince Edward Island,,Athlete,Table Tennis
Justin Lies,Manitoba,Flin Flon,Athlete,Hockey
Andy Lin,British Columbia,,Athlete,Cross Country Skiing
David Hong Lin,British Columbia,Richmind BC,Athlete,Table Tennis
Taylor Lind,Saskatchewan,Shaunavon,Athlete,Hockey
John Lindfors,Quebec,Gatineau,Athlete,Cross Country Skiing
Katie Lindsey,Ontario,"Meaford, Ontario",Athlete,Snowboard
Brandi Danielle Lingley,New Brunswick,Quispamsis,Athlete,Judo
Logan Linklater,Saskatchewan,Kindersley SK,Athlete,Hockey
Charlotte Lynn Linkletter,Prince Edward Island,Central Bedeque,Athlete,Hockey
Jessie Linton,British Columbia,North Vancouver,Athlete,Freestyle Skiing
Andrew Little,Nova Scotia,Halifax,Athlete,Freestyle Skiing
Clair Littlefair,Northwest Territories,Yellowknife,Athlete,Cross Country Skiing
Spencer Littlefair,Northwest Territories,Yellowknife,Athlete,Biathlon
Euan Leo Litzenberger,Saskatchewan,Saskatoon,Athlete,Judo
Maximus Louis Litzenberger,Saskatchewan,Saskatoon,Athlete,Judo
Aliya Liu,Saskatchewan,Regina,Athlete,Table Tennis
Anna Liu,Manitoba,Winnipeg,Athlete,Table Tennis
Emily Liu,Alberta,Calgary,Athlete,Table Tennis
Steven Liu,Prince Edward Island,China,Athlete,Table Tennis
Daniel Loban,British Columbia,Lake Country,Athlete,Snowboard
Drew Locke,Newfoundland and Labrador,St. John's NL,Athlete,Hockey
Nathan Locke,Newfoundland and Labrador,Conception Bay South,Athlete,Curling
Connor Lockhart,Ontario,"Kanata, Ontario",Athlete,Hockey
Graham Loewen,Manitoba,Winnipeg,Athlete,Curling
Shaylynn Loewen,Ontario,Parry Sound,Athlete,Cross Country Skiing
Max Logan,Yukon,Whitehorse,Athlete,Freestyle Skiing
Nibusha Loganathan,Manitoba,Winnipeg,Athlete,Table Tennis
Chloé Lorange,Quebec,,Athlete,Gymnastics
Owen Lothian,Manitoba,Winnipeg,Athlete,Freestyle Skiing
Alex Lovell,British Columbia,Penticton,Athlete,Snowboard
Yuna Lovell,British Columbia,Fort St John,Athlete,Speed Skating
Reid Lovstrom,Alberta,Calgary,Athlete,Biathlon
Bon Lowe,Saskatchewan,Saskatoon,Athlete,Speed Skating
Joshua Xianzhe Lu,Saskatchewan,Saskatoon,Athlete,Table Tennis
Kingsley Lu,British Columbia,Coquitlam,Athlete,Badminton
Kaibrie Lumbard,Saskatchewan,Lloydminster,Athlete,Artistic Swimming
Kallie Lumbard,Saskatchewan,Lloydminster,Athlete,Artistic Swimming
Logan Lumby,Alberta,Calgary,Athlete,Cross Country Skiing
Anna A S Lund,Yukon,Watson Lake,Athlete,Hockey
Josh Lund,Prince Edward Island,"Marshfield, PE",Athlete,Hockey
Tristan Luneau,Quebec,Victoriaville,Athlete,Hockey
Kevin Luo,British Columbia,Richmond,Athlete,Badminton
Émilie Lussier,Quebec,,Athlete,Hockey
Edward Ly,Quebec,Lachine,Athlete,Table Tennis
Ben Lynch,British Columbia,North Vancouver,Athlete,Freestyle Skiing
Kerri Lynch,Ontario,Toronto,Athlete,Snowboard
WILLIAM LYONS,Prince Edward Island,SOURIS,Athlete,Speed Skating
Trevor Ma,British Columbia,Langley BC,Athlete,Gymnastics
Anna MacCara,British Columbia,Penticton,Athlete,Hockey
James MacCara,Northwest Territories,Yellowknife,Athlete,Hockey
Brittney MacCormac,Prince Edward Island,Wheatley River,Athlete,Ringette
Aria MacDonald,Nova Scotia,Port Williams Nova Scotia,Athlete,Biathlon
Brenda MacDonald,Nova Scotia,Granville Ferry,Athlete,Alpine Skiing
Callie Macdonald,Nova Scotia,Halifax,Athlete,Artistic Swimming
Cam MacDonald,Nova Scotia,Hammonds Plains,Athlete,Hockey
Courtney Ann MacDonald,Nova Scotia,Antigonish,Athlete,Badminton
Deanna MacDonald,New Brunswick,Oromocto,Athlete,Curling
Gabrielle MacDonald,Prince Edward Island,"Murray River, PE",Athlete,Hockey
Jordan Macdonald,Yukon,Whitehorse,Athlete,Hockey
Lukas MacDonald,British Columbia,Vancouver,Athlete,Speed Skating
Marcus MacDonald,Nova Scotia,Antigonish,Athlete,Freestyle Skiing
Matt MacDonald,Nova Scotia,Halifax,Athlete,Hockey
Matt Macdonald,Nova Scotia,Sydney mines. Cape breton,Athlete,Boxing
Jack MacDougall,Prince Edward Island,Hartsville,Athlete,Cross Country Skiing
Cameron MacDuff,Nova Scotia,,Athlete,Snowboard
Kenzie MacDuff,Nova Scotia,,Athlete,Snowboard
Maggie MacEachern,Ontario,Brooklin,Athlete,Hockey
Sarah MacEachern,Prince Edward Island,Canoe Cove,Athlete,Hockey
Sydney Hope MacEachern,New Brunswick,"Moncton, New Brunswick",Athlete,Artistic Swimming
Ben Machtans,Yukon,Whitehorse,Athlete,Snowboard
Sarah Macintosh,Ontario,Ottawa,Athlete,Cross Country Skiing
Jordan MacIsaac,Alberta,Calgary,Athlete,Snowboard
Taylor Mackay,Alberta,Calgary,Athlete,Squash
Anna MacKenzie,Nova Scotia,Stillwater lake,Athlete,Ringette
Colin Roy MacKenzie,Prince Edward Island,Kensington,Athlete,Curling
Grace MacKenzie,Nova Scotia,Stillwater Lake,Athlete,Ringette
Julianna MacKenzie,Alberta,Cochrane Alberta,Athlete,Curling
Julia MacKinnon,Nova Scotia,Dartmouth,Athlete,Wheelchair Basketball
kate mackinnon,Nova Scotia,,Athlete,Snowboard
Kayla MacKinnon,Nova Scotia,Dartmouth,Athlete,Wheelchair Basketball
Kieran Scott Mackintosh,Nova Scotia,Halifax,Athlete,Curling
Bridget MacLean,Nova Scotia,Glen Haven,Athlete,Snowboard
Cameron MacLean,Prince Edward Island,"New Haven, Prince Edward Island",Athlete,Hockey
Ella Catherine MacLean,Nova Scotia,Antigonish,Athlete,Hockey
Kara Stephanie MacLean,Nova Scotia,,Athlete,Hockey
Maddie MacLean,Ontario,"St. Jacobs, ON",Athlete,Ringette
Austin MacLellan,New Brunswick,"Fredericton, New Brunswick",Athlete,Wheelchair Basketball
Caden Macleod,Nova Scotia,Baddeck,Athlete,Cross Country Skiing
Libby MacLeod,Nova Scotia,Halifax,Athlete,Artistic Swimming
Seth MacLeod,Prince Edward Island,Stratford,Athlete,Hockey
Cameron MacMaster,New Brunswick,Quispamsis,Athlete,Gymnastics
Hannah MacNeil,New Brunswick,"Hampton, NB",Athlete,Speed Skating
Nicole MacNeil,Nova Scotia,Sydney,Athlete,Hockey
Owen MacNeil,Alberta,Calgary,Athlete,Hockey
Kenzie Walker MacPhail,Nova Scotia,Inverness,Athlete,Hockey
Tristan MacPherson,Northwest Territories,,Athlete,Curling
Owen Macumber,Ontario,Willow Beach Ontario,Athlete,Judo
Isaac Maddocks,Yukon,Whitehorse,Athlete,Squash
Keegan Maddocks,British Columbia,LANGLEY,Athlete,Hockey
Josh Maga,British Columbia,North Vancouver,Athlete,Freestyle Skiing
Jonathan Magee,New Brunswick,Rothesay,Athlete,Alpine Skiing
Tyler MaGee,New Brunswick,"Rothesay, New Brunswick",Athlete,Speed Skating
Kailey Elizabeth Magrath,British Columbia,North Vancouver,Athlete,Ringette
Helene Maguire,Yukon,,Athlete,Artistic Swimming
Liah Anne Kane Mah,Prince Edward Island,,Athlete,Gymnastics
Mohammed Makhlouf,Manitoba,winnipeg,Athlete,Boxing
Israel Maktar,Nunavut,,Athlete,Hockey
James Malatesta,Quebec,"Kirkland, Quebec",Athlete,Hockey
George Malcolm,Alberta,Calgary,Athlete,Snowboard
Emma Malkoske,Manitoba,Winnipeg,Athlete,Cross Country Skiing
Sarah Maloum,Quebec,,Athlete,Judo
Kylee Mansfield,Nova Scotia,Halifax,Athlete,Ringette
Alyssandra Phoebe Manuel,Ontario,"Scarborough, Ontario",Athlete,Judo
Claudie Marchand,New Brunswick,,Athlete,Judo
Keiran Marchand,British Columbia,Nelson. BC,Athlete,Biathlon
Chloé Marcoux,Quebec,Terrebonne,Athlete,Ringette
Stephanie Markowski,Alberta,,Athlete,Hockey
Anna Markwart,Saskatchewan,Emerald Park,Athlete,Ringette
Emma Marnik,Yukon,Whitehorse,Athlete,Biathlon
Liam Marrison,Ontario,Markham,Athlete,Squash
Landon Marsh,Yukon,Whitehorse,Athlete,Hockey
Annika Marshall,Saskatchewan,Saskatoon,Athlete,Speed Skating
Liam Neil Marshall,Newfoundland and Labrador,Mt. Pearl,Athlete,Hockey
Évelyne Martel,Quebec,Montréal,Athlete,Ringette
Savanna Martel,Alberta,"Airdrie, Alberta",Athlete,Figure Skating
Troy Martel,Ontario,Barrie,Athlete,Biathlon
Avery Martin Duval,Quebec,Hawkesbury ontario,Athlete,Boxing
Allie Martin,Nova Scotia,Halifax,Athlete,Cross Country Skiing
Emilie Aline Martin,Saskatchewan,Martensville,Athlete,Badminton
Evan Martin,Newfoundland and Labrador,"St, John's, NL",Athlete,Hockey
Lauren Martin,New Brunswick,"Miramichi, NB",Athlete,Biathlon
Liam Martin,New Brunswick,Dieppe,Athlete,Alpine Skiing
Matteo Martin,Quebec,Montreal,Athlete,Table Tennis
McKenna Martin,Saskatchewan,,Athlete,Artistic Swimming
Mireille Martin,New Brunswick,Moncton,Athlete,Hockey
Remy Martin,New Brunswick,Campbellton,Athlete,Speed Skating
Nicolas Martineau,Quebec,LAVAL,Athlete,Freestyle Skiing
Wyatt Maskill,New Brunswick,"Fredericton, NB",Athlete,Wheelchair Basketball
Bryce Mason,Nova Scotia,Dartmouth,Athlete,Badminton
Chloe Massey,Ontario,Guelph,Athlete,Artistic Swimming
Sasha Masson,Yukon,Whitehorse,Athlete,Cross Country Skiing
Kyle Masters,Alberta,Edmonton,Athlete,Hockey
Gabriella Sophia Mate,Newfoundland and Labrador,St.John’s NL,Athlete,Artistic Swimming
Slammy Mather,Yukon,Whitehorse Yukon,Athlete,Snowboard
Carley Matheson,Prince Edward Island,St.Peters Bay,Athlete,Ringette
Aidan Matthews,Ontario,North Bay,Athlete,Freestyle Skiing
Kai Matthews,Nova Scotia,Halifax,Athlete,Snowboard
Vea Matthews,Nova Scotia,Halifax,Athlete,Snowboard
Marta Matuszewski,Ontario,Kanata,Athlete,Ringette
Cédric Maurice,Quebec,Laval,Athlete,Curling
Skyler May,Newfoundland and Labrador,Humber Village,Athlete,Cross Country Skiing
Sophie Mayne,Prince Edward Island,Charlottetown,Athlete,Gymnastics
McKiya Mazur,Manitoba,Russell,Athlete,Hockey
Jada Mazury,Alberta,Calgary,Athlete,Gymnastics
Kaitlyn Mc Gillen,Ontario,Ajax,Athlete,Ringette
Alex McArthur,Manitoba,Macdonald,Athlete,Hockey
Paige McArthur,Manitoba,Macdonald,Athlete,Hockey
Chloe McCabe,Prince Edward Island,Charlottetown,Athlete,Hockey
Angelina McCaffrey,Saskatchewan,Saskatoon,Athlete,Snowboard
Karla McCallum,Prince Edward Island,Charlottetown,Athlete,Badminton
Makenzie McCallum,Manitoba,Morden,Athlete,Hockey
Adam Mccarthy,Newfoundland and Labrador,Gander,Athlete,Judo
Fiona Killarney McClure,Nova Scotia,Halifax,Athlete,Cross Country Skiing
Maggie McClure,Nova Scotia,Halifax,Athlete,Cross Country Skiing
Carter McCluskey,New Brunswick,"Grand Bay, N.B.",Athlete,Hockey
Haley McConnell,Yukon,,Athlete,Hockey
Olivia McCowan,Manitoba,Grosse Isle,Athlete,Ringette
Angelina McCristall,Ontario,Oshawa,Athlete,Judo
Daniel McCristall,Ontario,Oshawa,Athlete,Judo
Hannah McDonagh-Proud,British Columbia,Nanaimo,Athlete,Artistic Swimming
Aaron McDonald,Ontario,"Harrisburg, PA",Athlete,Wheelchair Basketball
Kyra McDonald,Northwest Territories,Inuvik,Athlete,Hockey
Mackenzie McDonald,Northwest Territories,Inuvik,Athlete,Hockey
Rory McDonald,Ontario,Brampton,Athlete,Cross Country Skiing
Brooklyn McDougall,Alberta,Calgary,Athlete,Speed Skating
Celeste McElroy,Manitoba,,Athlete,Ringette
Shaylin McFarlane,New Brunswick,Miramichi,Athlete,Hockey
Conor McGovern,Manitoba,Winnipeg,Athlete,Cross Country Skiing
Cassandra McGrath,Newfoundland and Labrador,Torbay,Athlete,Wheelchair Basketball
Jaime Mina McGrath,Quebec,Montréal,Athlete,Ringette
Samuel McGraw,New Brunswick,dieppe,Athlete,Judo
Fiona McInnes,British Columbia,North Vancouver,Athlete,Alpine Skiing
Grace Eleanor McIntyre,Nova Scotia,Fall River,Athlete,Cross Country Skiing
Justin Matthew Mckay,Saskatchewan,,Athlete,Judo
Kyle Troy Mckay,Saskatchewan,,Athlete,Judo
Conner McKay-Ivanko,Northwest Territories,HAY RIVER,Athlete,Table Tennis
Bella McKee,Alberta,Irma AB,Athlete,Hockey
Cate McKee,Nova Scotia,Dartmouth,Athlete,Figure Skating
Maggie McKee,Ontario,London,Athlete,Hockey
Cole McKeigan,Prince Edward Island,"Stratford, PE",Athlete,Hockey
Ian Russell McKenna,Prince Edward Island,Charlottetown,Athlete,Gymnastics
Matthew McKenna,Prince Edward Island,"Brackley, PEI",Athlete,Speed Skating
Molly McKenna,Prince Edward Island,Charlottetown,Athlete,Gymnastics
Samantha Joanne-Lynn McLaren,Saskatchewan,Moose Jaw,Athlete,Curling
Declan McLean,British Columbia,Burnaby,Athlete,Gymnastics
Elizabeth Railyn McLean,New Brunswick,Sussex,Athlete,Alpine Skiing
Owen Daniel McLean,New Brunswick,Sussex,Athlete,Alpine Skiing
Kendra Lynn Mclellan,Nova Scotia,,Athlete,Wheelchair Basketball
Carter McLeod,Northwest Territories,Yellowknife,Athlete,Hockey
Dalton McLeod,Northwest Territories,Inuvik,Athlete,Speed Skating
Maddy McLeod,Manitoba,La Salle,Athlete,Artistic Swimming
Samantha McLeod,Yukon,Whitehorse,Athlete,Hockey
Alex McMonagle,Prince Edward Island,Charlottetown,Athlete,Ringette
Kayla McNeely,Alberta,Calgary,Athlete,Speed Skating
Sarah McNeil Lamswood,Newfoundland and Labrador,Stephenville,Athlete,Curling
Gracie McQuaid,Prince Edward Island,Charlottetown,Athlete,Squash
Matthew McQuaid,Prince Edward Island,Charlottetown,Athlete,Hockey
Peter McQuaid,Prince Edward Island,Charlottetown,Athlete,Speed Skating
Thomas McQuaid,Prince Edward Island,Charlottetown,Athlete,Speed Skating
Isabel McQuilkin,Alberta,Calgary,Athlete,Figure Skating
Mason McTavish,Ontario,Carp,Athlete,Hockey
Andrew Meaney,Newfoundland and Labrador,St. John's,Athlete,Squash
Alyssa Medeiros,Manitoba,west st paul,Athlete,Artistic Swimming
Kai Meekis,Ontario,Thunder Bay,Athlete,Cross Country Skiing
Chanelle Meeres,British Columbia,Courtenay,Athlete,Curling
Dade Meinert,Saskatchewan,Saskatoon,Athlete,Speed Skating
Éric Melanson,New Brunswick,Dieppe,Athlete,Squash
JACOB MELANSON,Nova Scotia,AMHERST,Athlete,Hockey
Lee Melymick,Ontario,Toronto,Athlete,Wheelchair Basketball
Orlina Ménard,Yukon,"Whitehorse,Yukon",Athlete,Hockey
Vincent Ménard,Yukon,,Athlete,Archery
Antonio Mendes,Alberta,Calgary,Athlete,Squash
Anton Menzel,Yukon,Udonthani,Athlete,Badminton
Dane Menzies,Alberta,Canmore,Athlete,Snowboard
Aidan Mercer,Newfoundland and Labrador,Steady Brook,Athlete,Alpine Skiing
Robyn Meredith,Nova Scotia,Stillwater Lake,Athlete,Ringette
Evan Merino,Manitoba,Winnipeg,Athlete,Snowboard
Joey Merriam,Nova Scotia,Milford Stn,Athlete,Hockey
Daley Merrigan,Newfoundland and Labrador,Corner Brook,Athlete,Cross Country Skiing
Jamie Merrigan,Newfoundland and Labrador,Corner Brook,Athlete,Cross Country Skiing
Ariel Mesongnik,Manitoba,Winnipeg,Athlete,Judo
Ashley Messier,Saskatchewan,Wilcox,Athlete,Hockey
Stephen Messier,Northwest Territories,Yellowknife,Athlete,Squash
Hannah Metheral,Saskatchewan,Regina,Athlete,Gymnastics
Jawad Miakhail,Manitoba,Wpg mb,Athlete,Boxing
Ana Micanovic,Ontario,"Whitby, Ontario",Athlete,Figure Skating
Karim Michael,Quebec,Le caire,Athlete,Squash
Rebecca Mideros,Ontario,Barrie,Athlete,Alpine Skiing
Joshua Miki,British Columbia,Port Coquitlam,Athlete,Curling
Maya Mikkelsen,British Columbia,Whistler,Athlete,Freestyle Skiing
Neil Mikkelsen,Yukon,Whitehorse,Athlete,Freestyle Skiing
Thomas Milic,British Columbia,"Coquitlam, BC",Athlete,Hockey
Ethan Milkowski,Northwest Territories,Yellowknife,Athlete,Squash
Eric Millar,Ontario,Kitchener,Athlete,Figure Skating
Lauren Millar,Alberta,Sturgeon County,Athlete,Ringette
Emily Millard,British Columbia,North Vancouver,Athlete,Figure Skating
Craig Miller,British Columbia,Prince George,Athlete,Speed Skating
Emma Miller,Nova Scotia,Cole Harbour,Athlete,Ringette
Grayson Miller,New Brunswick,Douglas,Athlete,Speed Skating
Molly Miller,British Columbia,Kimberley BC,Athlete,Cross Country Skiing
Paige Miller,Ontario,Arnprior,Athlete,Ringette
Colin Mills,Alberta,Canmore,Athlete,Alpine Skiing
Kelley Mills,Saskatchewan,Saskatoon,Athlete,Judo
Lauren Mills,Newfoundland and Labrador,Paradise,Athlete,Gymnastics
Devyn Millwater,British Columbia,"Brentwood Bay, BC",Athlete,Hockey
Emma Milne,Ontario,Barrie,Athlete,Gymnastics
Kayla Milne,Alberta,Grande prairie AB,Athlete,Snowboard
Claire Miner,Nova Scotia,Greenfield,Athlete,Biathlon
Madelyne Minkoff,Northwest Territories,,Athlete,Hockey
Garret Minute,Northwest Territories,"Fort Smith, NT",Athlete,Curling
Tayla Minute,Northwest Territories,"Fort Smith, NT",Athlete,Archery
Brett Mirwald,Saskatchewan,Saskatoon SK,Athlete,Hockey
Kennesha Miswaggon,Manitoba,Cross Lake,Athlete,Hockey
Amanda Marie Mitchell,British Columbia,Fort Saint John,Athlete,Speed Skating
Emma Mitchell,Manitoba,Winnipeg,Athlete,Biathlon
Ian Mitchell,Manitoba,Winnipeg,Athlete,Biathlon
J'lynn Mitchell,Saskatchewan,"Regina, Saskatchewan",Athlete,Archery
Mackenzie Alyssa Mitchell,Newfoundland and Labrador,Irishtown-Summerside,Athlete,Curling
Brady Mitchelmore,Newfoundland and Labrador,Portugal cove st Phillips,Athlete,Hockey
Jacqueline Mary Joan Mix,Prince Edward Island,Emyvale,Athlete,Hockey
Alexandra Mocanu,Quebec,,Athlete,Badminton
Sophia Moiseev,Ontario,Toronto,Athlete,Gymnastics
Nathan Molberg,Alberta,St Albert,Athlete,Curling
Anya Molesky,Alberta,Calgary,Athlete,Alpine Skiing
Allison Moore,Newfoundland and Labrador,Mount pearl,Athlete,Gymnastics
Cally Moore,Nova Scotia,Upper Tantallon,Athlete,Curling
Nyk Moore,Ontario,"Hamilton, Ontario",Athlete,Curling
Felix-Olivier Moreau,Quebec,Saint-Ferréole-les-neige,Athlete,Cross Country Skiing
Anya Morgan,Alberta,Canmore,Athlete,Alpine Skiing
Cindy Morin,Quebec,Lévis,Athlete,Cross Country Skiing
Joy Morin,Yukon,Dawson City,Athlete,Hockey
Katherine Morin,Quebec,DRUMMONDVILLE,Athlete,Table Tennis
Myrelle Morin,Quebec,Montréal,Athlete,Gymnastics
Sammy Morisset,Quebec,,Athlete,Boxing
Rio Morita,Ontario,Vaughan,Athlete,Figure Skating
Mathieu Morneau,Quebec,Québec,Athlete,Badminton
Emma Morozumi,Alberta,Calgary,Athlete,Freestyle Skiing
Elisabeth Morrison,New Brunswick,Fredericton,Athlete,Artistic Swimming
Jaryd Morrissey,New Brunswick,Sackville,Athlete,Badminton
Jasmina Morroni,Quebec,Laval,Athlete,Ringette
Jordan Mortlock,Alberta,Medicine Hat,Athlete,Hockey
Amanda Nicole Mott,British Columbia,"Delta, BC",Athlete,Ringette
Salma Mounir,Ontario,Mississauga,Athlete,Squash
Hope Moxam,Ontario,Mississauga,Athlete,Gymnastics
Shuma Mugii,British Columbia,Vancouver,Athlete,Figure Skating
Alyssa Jo Mugridge,Prince Edward Island,Summerside,Athlete,Gymnastics
Tristan Munright Muir,Yukon,Whitehorse,Athlete,Freestyle Skiing
Kirk Mullen,Saskatchewan,Moose Jaw,Athlete,Hockey
Kaleb Muller,Alberta,Cranford,Athlete,Speed Skating
Emma Mullett,Newfoundland and Labrador,st.johns,Athlete,Judo
Kyle Mullins,Nunavut,Chesterfield Inlet,Athlete,Hockey
Dawson Terance Munro,Nova Scotia,"Gaspereau, NS",Athlete,Figure Skating
Declan Munro,Northwest Territories,Hay River,Athlete,Hockey
Kayla Munro,British Columbia,North Vancouver,Athlete,Hockey
Michael Murdoch,British Columbia,Whistler,Athlete,Cross Country Skiing
Olivia Margaret Murdoch,New Brunswick,Fredericton,Athlete,Artistic Swimming
Lexie Murphy,Prince Edward Island,Kensington,Athlete,Hockey
Ryan Murphy,Newfoundland and Labrador,Coner Brook,Athlete,Alpine Skiing
Chelsea Murray,Quebec,Montreal,Athlete,Gymnastics
Conor Murray,New Brunswick,Fredericton,Athlete,Speed Skating
Lexie Murray,Prince Edward Island,"Charlottetown, PEI",Athlete,Curling
Liam Daniel Murray,Nova Scotia,,Athlete,Wheelchair Basketball
Georgia Musil,Yukon,Whitehorse,Athlete,Hockey
Andrew Murray Myers,Saskatchewan,"Balgonie, Saskatchewan",Athlete,Curling
Callum Lowrey Myers,Nova Scotia,Dartmouth,Athlete,Alpine Skiing
Sam Myers,New Brunswick,"Sussex New Brunswick,",Athlete,Speed Skating
Tyler Myers,Nova Scotia,Dartmouth,Athlete,Speed Skating
Alex Mysko,Ontario,"Barrie, Ontario",Athlete,Freestyle Skiing
Ekram Nabi,Saskatchewan,Saskatoon,Athlete,Wheelchair Basketball
Estéban Nadeau,Quebec,Drummondville,Athlete,Boxing
Jean-Christophe Nadeau,Quebec,MONTREAL,Athlete,Freestyle Skiing
Joshua Nadeau,New Brunswick,"St-François de Madawaska, NB",Athlete,Hockey
Olivier Nadeau,Quebec,"Lac-Etchemin, Québec",Athlete,Hockey
Samuel Nadeau,New Brunswick,Dieppe NB,Athlete,Judo
Imogen Nadlersmith,Manitoba,Boissevain,Athlete,Cross Country Skiing
Levi Nadlersmith,Manitoba,Boissevain MB,Athlete,Cross Country Skiing
Jane Nakashuk,Nunavut,Pangnirtung,Athlete,Badminton
Danica Namaka,Manitoba,Winnipeg,Athlete,Hockey
Luna Pishum Napess,Quebec,Mingan,Athlete,Snowboard
Sebastian Harold Andrew Nash,Prince Edward Island,Middleton,Athlete,Judo
Ann-Frédérik Naud,Quebec,Gatineau,Athlete,Hockey
Evan Nause,New Brunswick,Riverview NewBrunswick,Athlete,Hockey
Mark Naylor,Manitoba,Winnipeg,Athlete,Biathlon
Mikey Nazwaski,Ontario,TORONTO,Athlete,Snowboard
Quinn Neald,Saskatchewan,Regina,Athlete,Boxing
Alyssa Nedohin,Alberta,Sherwood Park,Athlete,Curling
Rory Neill,Manitoba,Winnipeg,Athlete,Hockey
